success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,response,question_order,stimulus,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,task,ans,ISI,type,size,webgazer_data,webgazer_targets,response_target,response_answer,correct,webgazer_targets_data
,canvas-keyboard-response,17,55494,0.0-6.0-2.0-2.1,,,,,486,5,,"[""blue"",""red"",""yellow"",""purple""]",,,,,,,,,,,,"[{""x"":1094,""y"":685,""t"":5},{""x"":1123,""y"":668,""t"":41},{""x"":1133,""y"":673,""t"":72},{""x"":1131,""y"":694,""t"":103},{""x"":1136,""y"":711,""t"":141},{""x"":1145,""y"":693,""t"":174},{""x"":1145,""y"":632,""t"":208},{""x"":1132,""y"":621,""t"":242},{""x"":1160,""y"":586,""t"":276},{""x"":1217,""y"":561,""t"":309},{""x"":1284,""y"":532,""t"":344},{""x"":1332,""y"":531,""t"":379},{""x"":1345,""y"":509,""t"":412},{""x"":1384,""y"":528,""t"":445}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",green_1,5,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,18,56502,0.0-6.0-2.0-0.2,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,19,56609,0.0-6.0-2.0-1.2,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,20,58158,0.0-6.0-2.0-2.2,,,,,541,5,,"[""yellow"",""green"",""purple"",""red""]",,,,,,,,,,,,"[{""x"":1299,""y"":542,""t"":5},{""x"":1270,""y"":498,""t"":44},{""x"":1206,""y"":487,""t"":75},{""x"":1156,""y"":468,""t"":107},{""x"":1152,""y"":465,""t"":140},{""x"":1127,""y"":456,""t"":174},{""x"":1135,""y"":458,""t"":209},{""x"":1110,""y"":457,""t"":243},{""x"":1131,""y"":498,""t"":276},{""x"":1151,""y"":538,""t"":320},{""x"":1160,""y"":580,""t"":348},{""x"":1167,""y"":642,""t"":378},{""x"":1186,""y"":675,""t"":412},{""x"":1173,""y"":693,""t"":446},{""x"":1185,""y"":715,""t"":480},{""x"":1199,""y"":733,""t"":514}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",blue,5,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,21,59166,0.0-6.0-2.0-0.3,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,22,59273,0.0-6.0-2.0-1.3,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,23,60854,0.0-6.0-2.0-2.3,,,,,574,8,,"[""yellow"",""blue"",""purple"",""green""]",,,,,,,,,,,,"[{""x"":1175,""y"":682,""t"":5},{""x"":1160,""y"":675,""t"":40},{""x"":1171,""y"":654,""t"":72},{""x"":1167,""y"":643,""t"":106},{""x"":1155,""y"":638,""t"":140},{""x"":1124,""y"":639,""t"":175},{""x"":1118,""y"":626,""t"":209},{""x"":1123,""y"":624,""t"":242},{""x"":1136,""y"":614,""t"":276},{""x"":1142,""y"":606,""t"":311},{""x"":1141,""y"":571,""t"":344},{""x"":1172,""y"":522,""t"":379},{""x"":1171,""y"":486,""t"":412},{""x"":1205,""y"":429,""t"":446},{""x"":1189,""y"":363,""t"":479},{""x"":1129,""y"":335,""t"":515},{""x"":1152,""y"":292,""t"":549}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",blue,8,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,24,61861,0.0-6.0-2.0-0.4,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,25,61969,0.0-6.0-2.0-1.4,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,26,63638,0.0-6.0-2.0-2.4,,,,,660,5,,"[""yellow"",""purple"",""blue"",""green""]",,,,,,,,,,,,"[{""x"":1178,""y"":345,""t"":6},{""x"":1155,""y"":370,""t"":40},{""x"":1135,""y"":393,""t"":70},{""x"":1132,""y"":414,""t"":106},{""x"":1130,""y"":434,""t"":140},{""x"":1149,""y"":464,""t"":175},{""x"":1136,""y"":476,""t"":208},{""x"":1125,""y"":473,""t"":243},{""x"":1117,""y"":487,""t"":276},{""x"":1155,""y"":544,""t"":310},{""x"":1143,""y"":616,""t"":344},{""x"":1118,""y"":684,""t"":379},{""x"":1139,""y"":737,""t"":412},{""x"":1154,""y"":772,""t"":446},{""x"":1187,""y"":805,""t"":480},{""x"":1179,""y"":822,""t"":514},{""x"":1211,""y"":842,""t"":548},{""x"":1206,""y"":849,""t"":582},{""x"":1204,""y"":859,""t"":617}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",red,5,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,27,64646,0.0-6.0-2.0-0.5,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,28,64753,0.0-6.0-2.0-1.5,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,29,66221,0.0-6.0-2.0-2.5,,,,,453,8,,"[""yellow"",""green"",""red"",""blue""]",,,,,,,,,,,,"[{""x"":1164,""y"":750,""t"":5},{""x"":1136,""y"":652,""t"":39},{""x"":1148,""y"":568,""t"":72},{""x"":1173,""y"":498,""t"":106},{""x"":1185,""y"":449,""t"":140},{""x"":1189,""y"":410,""t"":173},{""x"":1192,""y"":424,""t"":209},{""x"":1179,""y"":408,""t"":242},{""x"":1189,""y"":403,""t"":276},{""x"":1173,""y"":431,""t"":310},{""x"":1169,""y"":411,""t"":345},{""x"":1181,""y"":395,""t"":378},{""x"":1177,""y"":359,""t"":410}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",green_1,8,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,30,67230,0.0-6.0-2.0-0.6,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,31,67338,0.0-6.0-2.0-1.6,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,32,68886,0.0-6.0-2.0-2.6,,,,,540,2,,"[""red"",""green"",""yellow"",""purple""]",,,,,,,,,,,,"[{""x"":1175,""y"":388,""t"":5},{""x"":1178,""y"":450,""t"":40},{""x"":1175,""y"":461,""t"":72},{""x"":1192,""y"":474,""t"":106},{""x"":1196,""y"":494,""t"":140},{""x"":1201,""y"":535,""t"":174},{""x"":1203,""y"":539,""t"":208},{""x"":1226,""y"":554,""t"":240},{""x"":1213,""y"":570,""t"":276},{""x"":1205,""y"":601,""t"":310},{""x"":1198,""y"":617,""t"":344},{""x"":1193,""y"":689,""t"":378},{""x"":1173,""y"":736,""t"":413},{""x"":1155,""y"":755,""t"":446},{""x"":1101,""y"":786,""t"":480},{""x"":1088,""y"":819,""t"":514}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",purple_1,2,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,33,69895,0.0-6.0-2.0-0.7,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,34,70002,0.0-6.0-2.0-1.7,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,35,71582,0.0-6.0-2.0-2.7,,,,,573,5,,"[""red"",""yellow"",""blue"",""purple""]",,,,,,,,,,,,"[{""x"":1098,""y"":813,""t"":4},{""x"":1094,""y"":712,""t"":39},{""x"":1073,""y"":611,""t"":73},{""x"":1080,""y"":565,""t"":106},{""x"":1096,""y"":519,""t"":140},{""x"":1103,""y"":500,""t"":173},{""x"":1126,""y"":473,""t"":209},{""x"":1137,""y"":466,""t"":242},{""x"":1133,""y"":447,""t"":276},{""x"":1148,""y"":404,""t"":310},{""x"":1161,""y"":370,""t"":341},{""x"":1117,""y"":367,""t"":377},{""x"":1125,""y"":400,""t"":412},{""x"":1123,""y"":451,""t"":447},{""x"":1129,""y"":510,""t"":480},{""x"":1143,""y"":584,""t"":514},{""x"":1154,""y"":608,""t"":547}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",green,5,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,36,72591,0.0-6.0-2.0-0.8,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,37,72699,0.0-6.0-2.0-1.8,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,38,74206,0.0-6.0-2.0-2.8,,,,,500,8,,"[""yellow"",""purple"",""blue"",""green""]",,,,,,,,,,,,"[{""x"":1179,""y"":590,""t"":5},{""x"":1196,""y"":544,""t"":46},{""x"":1212,""y"":511,""t"":77},{""x"":1197,""y"":476,""t"":105},{""x"":1162,""y"":463,""t"":140},{""x"":1142,""y"":464,""t"":173},{""x"":1157,""y"":456,""t"":208},{""x"":1177,""y"":486,""t"":242},{""x"":1214,""y"":486,""t"":276},{""x"":1223,""y"":508,""t"":310},{""x"":1204,""y"":484,""t"":344},{""x"":1177,""y"":449,""t"":378},{""x"":1154,""y"":419,""t"":410},{""x"":1124,""y"":397,""t"":446}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",purple,8,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,39,75216,0.0-6.0-2.0-0.9,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,40,75323,0.0-6.0-2.0-1.9,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,41,76805,0.0-6.0-2.0-2.9,,,,,475,4,,"[""green"",""red"",""blue"",""purple""]",,,,,,,,,,,,"[{""x"":1124,""y"":431,""t"":5},{""x"":1138,""y"":453,""t"":45},{""x"":1190,""y"":463,""t"":76},{""x"":1220,""y"":469,""t"":105},{""x"":1231,""y"":464,""t"":140},{""x"":1211,""y"":465,""t"":174},{""x"":1230,""y"":414,""t"":209},{""x"":1252,""y"":380,""t"":242},{""x"":1239,""y"":403,""t"":276},{""x"":1219,""y"":416,""t"":309},{""x"":1167,""y"":433,""t"":345},{""x"":1084,""y"":468,""t"":378},{""x"":1003,""y"":487,""t"":411},{""x"":993,""y"":504,""t"":446}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",green_1,4,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,42,77814,0.0-6.0-2.0-0.10,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,43,77921,0.0-6.0-2.0-1.10,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,44,79414,0.0-6.0-2.0-2.10,,,,,486,4,,"[""yellow"",""blue"",""red"",""green""]",,,,,,,,,,,,"[{""x"":1030,""y"":514,""t"":5},{""x"":1034,""y"":499,""t"":60},{""x"":1059,""y"":513,""t"":76},{""x"":1101,""y"":491,""t"":106},{""x"":1100,""y"":476,""t"":140},{""x"":1111,""y"":472,""t"":175},{""x"":1119,""y"":508,""t"":208},{""x"":1156,""y"":482,""t"":242},{""x"":1185,""y"":487,""t"":276},{""x"":1208,""y"":464,""t"":312},{""x"":1208,""y"":437,""t"":344},{""x"":1181,""y"":454,""t"":378},{""x"":1126,""y"":515,""t"":412},{""x"":1098,""y"":530,""t"":446}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",yellow,4,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,45,80421,0.0-6.0-2.0-0.11,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,46,80528,0.0-6.0-2.0-1.11,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,47,82141,0.0-6.0-2.0-2.11,,,,,606,2,,"[""red"",""yellow"",""blue"",""purple""]",,,,,,,,,,,,"[{""x"":1070,""y"":586,""t"":5},{""x"":1106,""y"":538,""t"":38},{""x"":1114,""y"":508,""t"":73},{""x"":1136,""y"":499,""t"":106},{""x"":1172,""y"":486,""t"":140},{""x"":1164,""y"":473,""t"":174},{""x"":1161,""y"":476,""t"":209},{""x"":1152,""y"":475,""t"":243},{""x"":1162,""y"":458,""t"":276},{""x"":1154,""y"":458,""t"":310},{""x"":1127,""y"":466,""t"":343},{""x"":1119,""y"":516,""t"":378},{""x"":1093,""y"":565,""t"":412},{""x"":1064,""y"":625,""t"":446},{""x"":1070,""y"":687,""t"":481},{""x"":1074,""y"":739,""t"":512},{""x"":1086,""y"":789,""t"":548},{""x"":1063,""y"":803,""t"":582}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",purple,2,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,48,83149,0.0-6.0-2.0-0.12,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,49,83256,0.0-6.0-2.0-1.12,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
